Local time in Hoboksar,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 02:00,-2.9,656.5,772.0,-0.3,70,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,9.5,,,2500 or more  or no clouds.,,,30.0,-7.6,No precipitation,12,,,,
15.03.2020 23:00,0.7,656.8,772.3,,48,Wind blowing from the north-northeast,4,,6,, ,,,-4.2,9.5,,,,,,30.0,-9.3,No precipitation,6,,,,
15.03.2020 20:00,6.4,656.4,772.3,0.3,25,Wind blowing from the south-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,9.5,,,,,,30.0,-12.2,No precipitation,12,,,,
15.03.2020 17:00,9.4,656.1,771.1,,19,Wind blowing from the east-southeast,3,,,no clouds, ,,,-4.2,9.5,,,,,,30.0,-13.1,No precipitation,6,,,,
15.03.2020 14:00,7.7,657.2,772.7,0.1,21,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,7.9,,,,,,30.0,-13.3,No precipitation,12,,,,
15.03.2020 11:00,4.5,657.1,773.4,,27,Wind blowing from the east-northeast,2,,6,no clouds, ,,,-4.2,7.7,,,,,,30.0,-12.9,No precipitation,6,,,,
15.03.2020 08:00,-3.0,656.2,772.9,0.3,46,Wind blowing from the north,5,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,7.7,,,,,,30.0,-13.0,No precipitation,12,,,,
15.03.2020 05:00,-2.4,655.9,771.5,,51,Wind blowing from the north,5,,7,, ,,,-6.2,7.7,,,,,,30.0,-11.2,No precipitation,6,,,,
15.03.2020 02:00,-1.8,655.9,771.6,0.0,51,Wind blowing from the north-northwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,7.7,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,12,,,,
14.03.2020 23:00,-2.2,655.9,772.5,,47,Wind blowing from the north-northeast,3,,8,, ,,,-6.3,7.7,,,,,,30.0,-12.0,No precipitation,6,,,,
14.03.2020 20:00,3.1,655.0,771.9,0.9,23,Wind blowing from the east-southeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,7.7,,,,,,24.0,-16.0,No precipitation,12,,,,
14.03.2020 17:00,6.5,654.1,770.3,,18,Wind blowing from the east-southeast,5,,8,no clouds, ,,,-6.3,7.7,,,,,,30.0,-16.1,No precipitation,6,,,,
14.03.2020 14:00,5.9,655.0,771.1,0.0,14,Wind blowing from the south-east,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,6.4,,,,,,30.0,-19.6,No precipitation,12,,,,
14.03.2020 11:00,2.0,655.0,771.7,,24,Wind blowing from the south-west,2,,7,no clouds, ,,,-6.3,5.1,,,,,,30.0,-16.5,No precipitation,6,,,,
14.03.2020 08:00,-5.2,654.4,771.3,0.0,38,Wind blowing from the north,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,5.1,,,,,,30.0,-17.3,No precipitation,12,,,,
14.03.2020 05:00,-6.2,654.4,771.1,,54,Wind blowing from the north-northwest,3,,7,, ,,,-10.2,5.1,,,,,,30.0,-14.0,No precipitation,6,,,,
14.03.2020 02:00,-4.5,655.2,772.2,,43,Wind blowing from the south-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,5.1,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
13.03.2020 23:00,-3.5,655.5,773.0,,42,Wind blowing from the north-northeast,4,,6,, ,,,-10.2,5.1,,,,,,30.0,-14.6,No precipitation,6,,,,
13.03.2020 20:00,2.9,655.4,773.2,-0.4,14,Wind blowing from the south-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,5.1,,,1500-2000,,,30.0,-22.0,No precipitation,12,,,,
13.03.2020 17:00,4.4,655.8,773.5,,11,Wind blowing from the south-east,3,,6,50%., ,,,-10.2,4.7,,,1500-2000,,,30.0,-23.5,No precipitation,6,,,,
13.03.2020 14:00,2.1,656.8,775.0,,16,Wind blowing from the south,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,2.1,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
13.03.2020 11:00,-1.0,657.9,776.5,,23,Wind blowing from the south,1,,6,no clouds, ,,,-10.2,1.1,,,,,,30.0,-19.5,No precipitation,6,,,,
13.03.2020 08:00,-8.3,657.6,776.8,-0.2,33,Wind blowing from the north,5,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,1.1,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
13.03.2020 05:00,-9.7,657.8,776.8,,50,Wind blowing from the west,2,,7,, ,,,-10.9,1.1,,,,,,30.0,-18.2,No precipitation,6,,,,
13.03.2020 02:00,-8.0,658.9,778.0,-0.7,62,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,1.1,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
12.03.2020 23:00,-6.2,659.6,779.2,,57,Wind blowing from the north-east,3,,7,, ,,,-10.9,1.1,,,,,,30.0,-13.5,No precipitation,6,,,,
12.03.2020 20:00,-1.7,659.4,779.5,,26,Wind blowing from the south-east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,1.1,,,,,,30.0,-18.7,No precipitation,12,,,,
12.03.2020 17:00,0.5,659.2,778.6,,25,Wind blowing from the east-southeast,4,,7,no clouds, ,,,-10.9,1.1,,,,,,30.0,-17.3,No precipitation,6,,,,
12.03.2020 14:00,-0.5,659.5,778.8,,22,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,0.1,,,,,,30.0,-19.6,No precipitation,12,,,,
12.03.2020 11:00,-3.6,659.6,779.5,,39,Wind blowing from the south,1,,6,no clouds, ,,,-10.9,0.1,,,,,,30.0,-15.6,No precipitation,6,,,,
12.03.2020 08:00,-10.8,658.8,779.5,0.9,68,Wind blowing from the north,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,0.1,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
12.03.2020 05:00,-10.1,657.9,777.6,,67,Wind blowing from the north-west,3,,9,, ,,,-10.4,0.1,,,,,,30.0,-15.1,No precipitation,6,,,,
12.03.2020 02:00,-8.1,657.3,776.3,0.4,69,Wind blowing from the north,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,0.1,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
11.03.2020 23:00,-7.6,656.9,776.9,,72,Wind blowing from the east-northeast,1,,9,, ,,,-10.4,0.1,,,,,,28.0,-11.8,No precipitation,6,,,,
11.03.2020 20:00,-4.4,655.5,775.3,1.4,52,Wind blowing from the south-southeast,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,0.1,,,,,,30.0,-12.8,No precipitation,12,,,,
11.03.2020 17:00,-1.8,654.1,772.5,,41,Wind blowing from the east-southeast,6,,9,40%., ,,,-10.4,0.1,,,1500-2000,,,30.0,-13.3,No precipitation,6,,,,
11.03.2020 14:00,-1.4,653.3,770.9,0.2,23,Wind blowing from the west-southwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,1.0,,,,,,30.0,-19.9,No precipitation,12,,,,
11.03.2020 11:00,-6.2,653.1,771.7,,49,Wind blowing from the west,3,,9,no clouds, ,,,-10.4,1.0,,,,,,30.0,-15.4,No precipitation,6,,,,
11.03.2020 08:00,-9.7,652.4,771.2,,67,Wind blowing from the north,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,1.0,,,,,,30.0,-14.7,No precipitation,12,,,,
11.03.2020 05:00,-7.1,651.8,769.3,,63,Wind blowing from the north,1,,7,, ,,,-10.7,1.0,,,,,,30.0,-13.1,No precipitation,6,,,,
11.03.2020 02:00,-5.1,652.0,769.1,-0.5,51,Wind blowing from the west-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,1.0,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,12,,,,
10.03.2020 23:00,-5.0,652.5,770.8,,44,Wind blowing from the east,2,,7,, ,,,-10.7,1.0,,,,,,27.0,-15.4,No precipitation,6,,,,
10.03.2020 20:00,-2.6,651.7,770.5,0.0,35,Wind blowing from the east-southeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,1.0,,,1500-2000,,,30.0,-16.0,No precipitation,12,,,,
10.03.2020 17:00,0.2,651.7,769.8,,28,Wind blowing from the east-southeast,5,,7,90  or more  but not 100%, ,,,-10.7,1.0,,,1500-2000,,,30.0,-16.2,No precipitation,6,,,,
10.03.2020 14:00,-0.4,652.3,770.2,-0.6,31,Wind blowing from the east-southeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-0.4,,,1500-2000,,,30.0,-15.5,No precipitation,12,,,,
10.03.2020 11:00,-5.3,652.9,772.0,,50,Wind blowing from the east,1,,,70 – 80%., ,,,-10.7,-0.7,,,1500-2000,,,30.0,-14.3,No precipitation,6,,,,
10.03.2020 08:00,-10.2,652.8,772.3,-0.8,64,Wind blowing from the north-northeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.7,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
10.03.2020 05:00,-9.9,653.6,772.3,,75,Wind blowing from the north,1,,,, ,,,-13.3,-0.7,,,,,,30.0,-13.5,No precipitation,6,,,,
10.03.2020 02:00,-7.8,655.3,773.8,,64,Wind blowing from the north-west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-0.7,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,12,,,,
09.03.2020 20:00,-4.4,657.4,778.1,-0.4,33,Wind blowing from the east-southeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-0.7,,,,,,30.0,-18.3,No precipitation,12,,,,
09.03.2020 17:00,-1.0,657.8,777.9,,26,Wind blowing from the south-east,4,,,no clouds, ,,,-13.3,-0.7,,,,,,30.0,-18.1,No precipitation,6,,,,
09.03.2020 14:00,-1.4,659.2,779.6,-0.8,24,Wind blowing from the south,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.0,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
09.03.2020 11:00,-8.7,660.0,782.0,,51,Wind blowing from the south-west,1,,5,50%., ,,,-13.3,-7.0,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,6,,,,
09.03.2020 08:00,-12.1,659.8,782.1,-0.6,63,Wind blowing from the north-east,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-7.0,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
09.03.2020 05:00,-12.5,660.4,782.5,,71,Wind blowing from the north,3,,,, ,,,-18.4,-7.0,,,,,,30.0,-16.7,No precipitation,6,,,,
09.03.2020 02:00,-12.5,661.3,784.0,,72,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-7.0,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
08.03.2020 23:00,-11.1,662.4,785.8,,59,Wind blowing from the east,2,,,, ,,,-18.4,-7.0,,,,,,30.0,-17.7,No precipitation,6,,,,
08.03.2020 20:00,-8.7,662.6,786.8,-0.2,40,Wind blowing from the south-east,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-7.0,,,1500-2000,,,30.0,-19.9,No precipitation,12,,,,
08.03.2020 17:00,-7.6,662.8,786.4,,37,Wind blowing from the east-southeast,3,,8,70 – 80%., ,,,-18.4,-7.0,,,1500-2000,,,30.0,-19.8,No precipitation,6,,,,
08.03.2020 14:00,-8.7,663.1,787.0,-0.1,42,Wind blowing from the south-east,3,,14,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-6.1,,,1500-2000,,,30.0,-19.3,No precipitation,12,,,,
08.03.2020 11:00,-12.5,663.2,788.2,,43,Wind blowing from the east-southeast,2,,17,no clouds, ,,,-18.4,-5.8,,,,,,30.0,-22.5,No precipitation,6,,,,
08.03.2020 08:00,-17.8,661.7,787.0,1.6,58,Wind blowing from the west,1,,21,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,,,,,,,30.0,-24.1,No precipitation,12,,,,
08.03.2020 05:00,-16.3,660.1,783.9,,51,Wind blowing from the west,6,,,, ,,,-17.0,-3.5,,,,,,30.0,-24.1,No precipitation,6,,,,
08.03.2020 02:00,-15.9,658.9,781.3,2.7,50,Wind blowing from the west,8,,24,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-2.5,,,2500 or more  or no clouds.,,,30.0,-23.9,No precipitation,12,,,,
07.03.2020 23:00,-16.7,656.2,778.7,,48,Wind blowing from the west,13,,,, ,,,-17.0,-1.8,,,,,,25.0,-25.1,No precipitation,6,,,,
07.03.2020 20:00,-13.7,653.5,774.1,3.7,40,Wind blowing from the west,11,,24,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-1.5,,,1500-2000,,,11.0,-24.4,No precipitation,12,,,,
07.03.2020 17:00,-10.1,649.8,768.4,,37,Wind blowing from the south-west,15,,,90  or more  but not 100%,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,0.2,,,1500-2000,,,5.0,-22.0,No precipitation,6,,,,
07.03.2020 14:00,-6.6,650.0,767.9,0.4,39,Wind blowing from the west,13,,21,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,1.3,,,1500-2000,,,28.0,-18.3,No precipitation,12,,,,
07.03.2020 11:00,-7.9,649.6,767.5,,50,Wind blowing from the west,10,,,90  or more  but not 100%, ,,,-8.2,1.3,,,1500-2000,,,30.0,-16.5,No precipitation,6,,,,
07.03.2020 08:00,-5.2,648.1,764.8,0.3,47,Wind blowing from the west,10,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,1.3,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
07.03.2020 05:00,-3.6,647.8,763.8,,53,Wind blowing from the west,9,,,, ,,,-6.3,1.3,,,,,,30.0,-12.0,No precipitation,6,,,,
07.03.2020 02:00,-3.7,647.8,763.6,-0.1,69,Wind blowing from the west,7,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,1.3,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
06.03.2020 23:00,-2.4,647.9,764.4,,73,Calm  no wind,0,,,, ,,,-6.3,1.3,,,,,,20.0,-6.6,No precipitation,6,,,,
06.03.2020 20:00,-1.5,647.5,764.3,0.3,68,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,1.3,,,1500-2000,,,27.0,-6.8,No precipitation,12,,,,
06.03.2020 17:00,0.1,647.2,763.3,,57,Wind blowing from the east-southeast,3,,,90  or more  but not 100%, ,,,-6.3,1.7,,,1500-2000,,,30.0,-7.6,No precipitation,6,,,,
06.03.2020 14:00,0.5,647.5,763.6,0.0,53,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,1.7,,,1500-2000,,,27.0,-8.0,No precipitation,12,,,,
06.03.2020 11:00,-3.4,647.5,764.5,,70,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,-6.3,,,,1500-2000,,,29.0,-8.1,No precipitation,6,,,,
06.03.2020 08:00,-6.1,646.8,763.5,0.1,84,Wind blowing from the north-northwest,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,1.7,,,1500-2000,,,28.0,-8.4,No precipitation,12,,,,
06.03.2020 05:00,-5.2,646.7,762.6,,82,Wind blowing from the east-northeast,2,,,, ,,,-10.0,1.7,,,,,,9.0,-7.8,No precipitation,6,,,,
06.03.2020 02:00,-5.1,647.2,763.6,-1.2,80,Wind blowing from the west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,1.7,,,2500 or more  or no clouds.,,,26.0,-8.0,No precipitation,12,,,,
05.03.2020 23:00,-4.8,648.4,765.7,,76,Wind blowing from the north-east,1,,,, ,,,-10.0,1.7,,,,,,30.0,-8.4,No precipitation,6,,,,
05.03.2020 20:00,-1.4,648.5,766.2,-0.3,58,Wind blowing from the east-southeast,3,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,1.7,,,1500-2000,,,28.0,-8.6,No precipitation,12,,,,
05.03.2020 17:00,1.2,648.8,765.9,,44,Wind blowing from the east,2,,,20–30%., ,,,-10.0,2.9,,,1500-2000,,,30.0,-9.7,No precipitation,6,,,,
05.03.2020 14:00,-1.4,650.7,768.2,-1.2,45,Wind blowing from the north-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,3.2,,,,,,30.0,-11.8,No precipitation,12,,,,
05.03.2020 11:00,-4.1,651.9,769.7,,59,Wind blowing from the south-east,2,,,20–30%., ,,,-10.0,3.2,,,1500-2000,,,30.0,-11.1,No precipitation,6,,,,
05.03.2020 08:00,-9.0,651.7,769.9,-0.3,65,Wind blowing from the north,4,,17,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,3.2,,,1500-2000,,,30.0,-14.4,No precipitation,12,,,,
05.03.2020 05:00,-8.9,652.0,769.3,,81,Wind blowing from the west,1,,,, ,,,-8.9,3.2,,,,,,30.0,-11.6,No precipitation,6,,,,
05.03.2020 02:00,-6.9,652.5,770.2,,90,Wind blowing from the north-east,3,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,3.2,,,2500 or more  or no clouds.,,,13.0,-8.3,No precipitation,12,,,,
04.03.2020 23:00,-4.3,652.6,769.6,,48,Wind blowing from the west,6,,,, ,,,-4.3,3.2,,,,,,30.0,-13.9,No precipitation,6,,,,
04.03.2020 20:00,-1.7,651.7,768.5,0.7,42,Wind blowing from the south-west,8,,16,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,3.2,,,1500-2000,,,30.0,-13.2,No precipitation,12,,,,
04.03.2020 17:00,2.7,651.0,765.7,,33,Wind blowing from the west,6,,21,60%., ,,,-3.6,5.9,,,1500-2000,,,30.0,-12.0,No precipitation,6,,,,
04.03.2020 14:00,-0.8,651.7,767.7,0.6,67,Wind blowing from the east-northeast,3,,21,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,7.2,,,1500-2000,,,22.0,-6.2,No precipitation,12,,,,
04.03.2020 11:00,-0.5,651.1,766.9,,46,Wind blowing from the west-northwest,8,,,60%., ,,,-3.6,7.2,,,1500-2000,,,30.0,-10.7,No precipitation,6,,,,
04.03.2020 08:00,-2.7,649.0,764.4,0.4,50,Wind blowing from the west,13,,21,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,7.2,,,,,,30.0,-11.9,No precipitation,12,,,,
04.03.2020 05:00,1.7,648.6,762.1,,55,Wind blowing from the west,11,,18,, ,,,-4.4,7.2,,,,,,30.0,-6.4,No precipitation,6,,,,
04.03.2020 02:00,0.4,648.9,762.7,-0.7,66,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,7.2,,,2500 or more  or no clouds.,,,30.0,-5.2,No precipitation,12,,,,
03.03.2020 23:00,0.0,649.6,764.5,,64,Wind blowing from the north-northwest,3,,5,, ,,,-4.4,7.2,,,,,,30.0,-6.0,No precipitation,6,,,,
03.03.2020 20:00,2.4,649.6,765.1,-0.2,40,Wind blowing from the east-southeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,7.2,,,1500-2000,,,26.0,-10.1,No precipitation,12,,,,
03.03.2020 17:00,5.9,649.8,764.6,,22,Wind blowing from the south-east,3,,6,90  or more  but not 100%, ,,,-4.4,7.7,,,1500-2000,,,30.0,-14.2,No precipitation,6,,,,
03.03.2020 14:00,6.2,651.0,766.0,-0.7,19,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,7.7,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
03.03.2020 11:00,2.3,651.7,767.8,,30,Wind blowing from the south-southwest,0,,6,60%., ,,,-4.4,7.7,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,6,,,,
03.03.2020 08:00,-3.1,651.2,767.2,-0.1,40,Wind blowing from the north-east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,7.7,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
03.03.2020 05:00,-2.9,651.3,766.0,,44,Wind blowing from the north-northeast,3,,7,, ,,,-7.3,7.7,,,,,,30.0,-13.7,No precipitation,6,,,,
03.03.2020 02:00,-2.9,651.8,767.2,-0.7,54,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,7.7,,,2500 or more  or no clouds.,,,30.0,-10.9,No precipitation,12,,,,
02.03.2020 23:00,-3.2,652.5,768.7,,72,Wind blowing from the west,1,,,, ,,,-7.3,7.7,,,,,,30.0,-7.5,No precipitation,6,,,,
02.03.2020 20:00,1.7,652.3,769.3,0.0,57,Wind blowing from the north-east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,7.7,,,,,,30.0,-5.9,No precipitation,12,,,,
02.03.2020 17:00,7.5,652.3,767.7,,26,Wind blowing from the north-east,3,,5,no clouds, ,,,-7.3,7.7,,,,,,30.0,-10.8,No precipitation,6,,,,
02.03.2020 14:00,5.2,653.1,769.3,-0.4,26,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,5.8,,,,,,30.0,-12.7,No precipitation,12,,,,
02.03.2020 11:00,1.8,653.5,770.2,,34,Calm  no wind,0,,,20–30%., ,,,-7.3,5.8,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,6,,,,
