Local time in Wenzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2020 08:00,10.4,764.3,767.8,1.1,88,Wind blowing from the west,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,14.3,,,,,,3.8,8.5,No precipitation,12,,,,
15.03.2020 05:00,8.8,763.2,766.7,,93,Wind blowing from the west-northwest,1,,5,,Mist. ,,,8.8,14.3,,,,,,5.0,7.7,No precipitation,6,,,,
15.03.2020 02:00,9.4,763.5,767.0,-0.4,88,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,14.3,,,2500 or more  or no clouds.,,,10.0,7.5,No precipitation,12,,,,
14.03.2020 23:00,11.3,763.9,767.5,,81,Wind blowing from the south-west,2,,,, ,,,11.2,14.3,,,,,,9.0,8.2,No precipitation,6,,,,
14.03.2020 20:00,11.7,763.3,766.9,1.1,79,Wind blowing from the south-southeast,1,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,14.3,,,2500 or more  or no clouds.,,,12.0,8.2,No precipitation,12,,,,
14.03.2020 17:00,12.4,762.2,765.7,,77,Wind blowing from the south-east,2,,,70 – 80%., ,,,12.3,14.7,,,600-1000,,,14.0,8.5,No precipitation,6,,,,
14.03.2020 14:00,14.1,762.5,766.0,-1.7,73,Wind blowing from the east-southeast,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,,,,600-1000,,,11.0,9.3,0.1,12,,,,
14.03.2020 11:00,12.8,764.2,767.8,,78,Wind blowing from the east-southeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,,,,1500-2000,,,6.0,9.1,No precipitation,6,,,,
14.03.2020 08:00,12.9,763.6,767.2,1.1,78,Wind blowing from the east,2,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,,,,1000-1500,,,6.0,9.2,0.4,12,,,,
14.03.2020 05:00,12.5,762.5,766.0,,84,Wind blowing from the east-northeast,3,,,,Mist. ,,,12.2,,,,,,,7.0,9.9,0.4,6,,,,
14.03.2020 02:00,13.1,762.5,766.0,-0.2,90,Wind blowing from the west-northwest,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,20.0,,,2500 or more  or no clouds.,,,4.8,11.5,2.0,12,,,,
13.03.2020 23:00,14.0,762.7,766.1,,97,Wind blowing from the north-northwest,2,,,,Rain (not freezing) not falling as shower(s). ,,,11.6,20.0,,,,,,1.9,13.5,1.0,6,,,,
13.03.2020 20:00,14.2,761.5,765.1,1.4,97,Wind blowing from the south-west,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,20.0,,,1000-1500,,,1.1,13.7,1.0,12,,,,
13.03.2020 17:00,14.7,760.1,763.6,,90,Wind blowing from the east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,20.0,,,1000-1500,,,10.0,13.1,No precipitation,6,,,,
13.03.2020 14:00,17.7,759.3,762.7,,82,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,20.0,,,600-1000,,,10.0,14.6,0.2,12,,,,
13.03.2020 11:00,19.8,760.8,764.2,,73,Wind blowing from the south-east,2,,4,40%., ,,,10.7,19.9,,,600-1000,,,9.0,14.8,No precipitation,6,,,,
13.03.2020 08:00,13.0,760.9,764.4,1.5,97,Wind blowing from the west,2,,4,90  or more  but not 100%,Mist. ,Rain.,Fog or ice fog or thick haze.,9.8,13.0,,,1000-1500,,,1.5,12.5,7.0,12,,,,
13.03.2020 05:00,12.1,759.4,762.9,,99,Wind blowing from the west,1,,4,,Rain (not freezing) not falling as shower(s). ,,,,12.1,,,,,,1.4,11.9,3.0,6,,,,
13.03.2020 02:00,11.8,760.2,763.7,-0.3,99,Wind blowing from the west-southwest,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.8,,,2500 or more  or no clouds.,,,0.6,11.6,15.0,12,,,,
12.03.2020 23:00,11.6,760.5,764.0,,99,Wind blowing from the west,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.7,12.4,,,,,,1.0,11.4,9.0,6,,,,
12.03.2020 20:00,11.5,760.1,763.6,0.1,98,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.7,12.8,,,300-600,,,1.0,11.2,15.0,12,,,,
12.03.2020 17:00,11.6,760.0,763.5,,96,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.7,13.0,,,300-600,,,1.6,11.0,6.0,6,,,,
12.03.2020 14:00,11.3,760.9,764.4,-2.6,96,Wind blowing from the west-southwest,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.7,,,,300-600,,,1.7,10.7,18.0,12,,,,
12.03.2020 11:00,10.7,763.5,767.0,,94,Wind blowing from the west-northwest,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.7,,,,300-600,,,3.0,9.8,12.0,6,,,,
12.03.2020 08:00,9.7,763.0,766.6,-0.3,95,Wind blowing from the west,2,,5,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,17.1,,,300-600,,,2.2,8.9,10.0,12,,,,
12.03.2020 05:00,10.3,763.3,766.8,,95,Wind blowing from the north-west,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.1,17.1,,,,,,1.4,9.5,3.0,6,,,,
12.03.2020 02:00,11.5,763.2,766.7,-0.7,87,Wind blowing from the north,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,17.1,,,2500 or more  or no clouds.,,,3.0,9.4,0.1,12,,,,
11.03.2020 23:00,12.4,763.9,767.4,,74,Wind blowing from the north-northeast,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.1,17.1,,,,,,6.0,7.9,No precipitation,6,,,,
11.03.2020 20:00,12.8,764.0,767.5,1.0,68,Wind blowing from the south-east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,17.1,,,1500-2000,,,9.0,7.0,No precipitation,12,,,,
11.03.2020 17:00,13.0,763.0,766.6,,66,Wind blowing from the east-southeast,4,,7,100%., ,,,9.1,17.1,,,1500-2000,,,7.0,6.8,No precipitation,6,,,,
11.03.2020 14:00,16.4,762.6,766.1,-2.4,62,Wind blowing from the east,3,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,18.3,,,,,,5.0,9.1,No precipitation,12,,,,
11.03.2020 11:00,15.5,765.0,768.5,,65,Wind blowing from the east,2,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,18.4,,,1500-2000,,,5.0,9.0,No precipitation,6,,,,
11.03.2020 08:00,10.9,765.1,768.7,1.8,86,Wind blowing from the west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,18.4,,,1000-1500,,,4.7,8.7,No precipitation,12,,,,
11.03.2020 05:00,9.2,763.3,766.8,,91,Wind blowing from the west-southwest,1,,7,,Mist. ,,,9.2,18.4,,,,,,6.0,7.8,No precipitation,6,,,,
11.03.2020 02:00,10.4,763.3,766.8,0.1,87,Wind blowing from the west,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,18.4,,,2500 or more  or no clouds.,,,7.0,8.3,No precipitation,12,,,,
10.03.2020 23:00,12.1,763.2,766.7,,85,Wind blowing from the west,0,,,, ,,,12.1,18.4,,,,,,10.0,9.7,No precipitation,6,,,,
10.03.2020 20:00,13.9,761.7,765.2,,61,Wind blowing from the north-northwest,3,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,18.4,,,1500-2000,,,20.0,6.5,No precipitation,12,,,,
10.03.2020 17:00,16.8,760.6,764.0,,51,Wind blowing from the west-northwest,2,,13,, ,,,14.8,18.4,,,,,,20.0,6.6,No precipitation,6,,,,
10.03.2020 14:00,18.0,759.4,762.9,,46,Wind blowing from the north-northwest,4,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,18.9,,,1000-1500,,,20.0,6.2,No precipitation,12,,,,
10.03.2020 11:00,17.1,759.6,763.0,,51,Wind blowing from the north-west,4,,13,90  or more  but not 100%, ,,,14.8,18.9,,,600-1000,,,20.0,6.9,No precipitation,6,,,,
10.03.2020 08:00,15.2,758.2,761.6,2.7,67,Wind blowing from the north-west,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,13.4,18.9,,,600-1000,,,20.0,9.1,1.0,12,,,,
10.03.2020 05:00,15.0,755.5,759.0,,98,Wind blowing from the west-northwest,2,,7,,Fog or ice fog. ,,,12.8,18.9,,,,,,0.7,14.7,0.4,6,,,,
10.03.2020 02:00,16.1,754.7,758.2,,99,Wind blowing from the east,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,18.9,,,2500 or more  or no clouds.,,,0.4,15.9,2.0,12,,,,
09.03.2020 20:00,16.6,752.5,755.9,2.2,97,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,18.9,,,1000-1500,,,1.0,16.1,0.9,12,,,,
09.03.2020 17:00,17.8,750.3,753.7,,90,Wind blowing from the east-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,18.9,,,1500-2000,,,2.5,16.1,No precipitation,6,,,,
09.03.2020 14:00,18.1,750.1,753.6,-1.8,86,Wind blowing from the west-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,18.1,,,1000-1500,,,5.0,15.7,Trace of precipitation,12,,,,
09.03.2020 11:00,15.8,751.9,755.3,,95,Wind blowing from the south-southeast,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,15.8,,,1000-1500,,,2.6,15.0,No precipitation,6,,,,
09.03.2020 08:00,13.4,752.5,756.0,-0.1,99,Wind blowing from the west-northwest,1,,5,100%.,Mist. ,Rain.,Drizzle.,11.8,13.4,,,1000-1500,,,3.7,13.2,3.0,12,,,,
09.03.2020 05:00,12.8,752.6,756.1,,99,Wind blowing from the west,1,,5,,Mist. ,,,11.8,13.2,,,,,,2.4,12.6,2.0,6,,,,
09.03.2020 02:00,12.7,754.3,757.8,-2.0,99,Wind blowing from the west-southwest,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.2,,,2500 or more  or no clouds.,,,1.9,12.5,10.0,12,,,,
08.03.2020 23:00,12.6,756.3,759.8,,99,Wind blowing from the west,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,,,,,,,,1.1,12.4,2.0,6,,,,
08.03.2020 20:00,12.4,757.2,760.7,0.1,98,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,11.8,,,,300-600,,,0.7,12.1,13.0,12,,,,
08.03.2020 17:00,12.5,757.1,760.6,,97,Wind blowing from the west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.8,,,,300-600,,,1.3,12.0,11.0,6,,,,
08.03.2020 14:00,12.4,757.8,761.3,-2.2,96,Wind blowing from the west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,,,,300-600,,,1.3,11.8,9.0,12,,,,
08.03.2020 11:00,12.4,760.0,763.6,,93,Wind blowing from the south-west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,,,,300-600,,,1.7,11.3,2.0,6,,,,
08.03.2020 08:00,11.9,760.0,763.6,0.7,97,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,,,,300-600,,,1.9,11.4,5.0,12,,,,
08.03.2020 05:00,12.2,759.3,762.8,,96,Wind blowing from the east-southeast,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.6,21.2,,,,,,1.0,11.6,4.0,6,,,,
08.03.2020 02:00,12.5,759.4,762.9,-0.8,95,Wind blowing from the east,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,21.2,,,2500 or more  or no clouds.,,,1.5,11.7,3.0,12,,,,
07.03.2020 23:00,13.7,760.2,763.7,,92,Wind blowing from the south-southeast,1,,,,Rain  not freezing  intermittent  moderate at time of observation. ,,,10.2,21.2,,,,,,1.4,12.4,0.8,6,,,,
07.03.2020 20:00,14.4,758.7,762.2,1.8,85,Wind blowing from the east-southeast,2,,7,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,21.2,,,1500-2000,,,6.0,11.9,Trace of precipitation,12,,,,
07.03.2020 17:00,16.4,756.9,760.4,,82,Wind blowing from the east,3,,6,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,21.2,,,1500-2000,,,4.5,13.3,No precipitation,6,,,,
07.03.2020 14:00,20.4,756.5,760.0,-2.5,65,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,20.4,,,1500-2000,,,16.0,13.6,Trace of precipitation,12,,,,
07.03.2020 11:00,14.7,759.0,762.5,,83,Wind blowing from the west-southwest,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,14.7,,,1500-2000,,,9.0,11.8,No precipitation,6,,,,
07.03.2020 08:00,11.8,758.6,762.1,1.2,91,Wind blowing from the west,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,13.5,,,1000-1500,,,9.0,10.4,6.0,12,,,,
07.03.2020 05:00,10.7,757.4,760.9,,95,Wind blowing from the west,2,,6,,Rain (not freezing) not falling as shower(s). ,,,,,,,,,,4.9,9.9,0.8,6,,,,
07.03.2020 02:00,10.5,758.8,762.4,-1.4,96,Wind blowing from the west,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,13.5,,,2500 or more  or no clouds.,,,2.6,9.9,13.0,12,,,,
06.03.2020 23:00,10.1,760.2,763.7,,98,Wind blowing from the west,1,,,,Rain (not freezing) not falling as shower(s). ,,,7.7,13.5,,,,,,1.5,9.8,10.0,6,,,,
06.03.2020 20:00,10.2,760.9,764.4,0.6,97,Wind blowing from the south,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,13.5,,,300-600,,,1.5,9.7,8.0,12,,,,
06.03.2020 17:00,10.7,760.3,763.8,,93,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,13.5,,,300-600,,,2.8,9.6,3.0,6,,,,
06.03.2020 14:00,13.4,760.6,764.1,-2.8,70,Wind blowing from the south,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,13.4,,,1000-1500,,,12.0,8.0,0.9,12,,,,
06.03.2020 11:00,11.0,763.4,767.0,,68,Wind blowing from the west-southwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,13.5,,,300-600,,,7.0,5.3,0.4,6,,,,
06.03.2020 08:00,9.2,763.6,767.2,0.2,77,Wind blowing from the west,1,,5,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,,,,2500 or more  or no clouds.,,,8.0,5.4,Trace of precipitation,12,,,,
06.03.2020 05:00,8.3,763.4,767.0,,75,Wind blowing from the west-northwest,1,,6,, ,,,7.5,13.5,,,,,,10.0,4.1,No precipitation,6,,,,
06.03.2020 02:00,7.7,764.8,768.4,-1.0,78,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,13.5,,,2500 or more  or no clouds.,,,8.0,4.1,No precipitation,12,,,,
05.03.2020 23:00,8.9,765.8,769.4,,71,Wind blowing from the north-east,2,,,, ,,,7.3,13.5,,,,,,12.0,3.9,No precipitation,6,,,,
05.03.2020 20:00,9.5,766.1,769.7,0.8,69,Wind blowing from the east-northeast,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,13.5,,,1000-1500,,,12.0,4.1,No precipitation,12,,,,
05.03.2020 17:00,10.6,765.3,768.9,,64,Wind blowing from the east,3,,8,90  or more  but not 100%, ,,,7.3,13.5,,,1000-1500,,,13.0,4.1,No precipitation,6,,,,
05.03.2020 14:00,12.3,765.7,769.3,-2.3,57,Wind blowing from the east-southeast,4,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,13.5,,,1000-1500,,,12.0,4.0,0.1,12,,,,
05.03.2020 11:00,11.9,768.0,771.6,,51,Wind blowing from the east,3,,8,40%., ,,,7.3,12.1,,,1000-1500,,,16.0,2.1,No precipitation,6,,,,
05.03.2020 08:00,8.3,768.6,772.2,1.2,71,Wind blowing from the north-west,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,1000-1500,,,11.0,3.2,0.8,12,,,,
05.03.2020 05:00,7.7,767.4,771.0,,77,Wind blowing from the north-west,1,,8,,Rain (not freezing) not falling as shower(s). ,,,7.3,11.5,,,,,,8.0,3.9,0.5,6,,,,
05.03.2020 02:00,8.1,767.5,771.1,-0.2,78,Wind blowing from the north-northwest,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,11.5,,,2500 or more  or no clouds.,,,7.0,4.5,1.0,12,,,,
04.03.2020 23:00,8.9,767.7,771.3,,89,Wind blowing from the north-northwest,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.8,11.5,,,,,,5.0,7.2,0.6,6,,,,
04.03.2020 20:00,9.0,767.3,770.9,2.0,89,Wind blowing from the north,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,11.5,,,600-1000,,,6.0,7.3,0.5,12,,,,
04.03.2020 17:00,10.1,765.3,768.9,,79,Wind blowing from the north-east,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,12.0,,,600-1000,,,11.0,6.6,0.1,6,,,,
04.03.2020 14:00,11.3,764.5,768.0,-1.7,78,Wind blowing from the east-northeast,1,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,12.6,,,600-1000,,,7.0,7.6,5.0,12,,,,
04.03.2020 11:00,10.1,766.2,769.8,,86,Wind blowing from the east-northeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,,,,600-1000,,,5.0,7.9,3.0,6,,,,
04.03.2020 08:00,9.5,765.9,769.5,,96,Wind blowing from the east,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,9.3,12.6,,,300-600,,,4.3,8.9,8.0,12,,,,
04.03.2020 05:00,9.3,764.2,767.7,,96,Wind blowing from the east-northeast,3,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.3,12.6,,,,,,2.9,8.7,2.0,6,,,,
04.03.2020 02:00,9.8,763.6,767.1,-0.9,96,Wind blowing from the east-northeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,12.6,,,2500 or more  or no clouds.,,,1.7,9.2,8.0,12,,,,
03.03.2020 23:00,10.5,764.5,768.0,,97,Wind blowing from the east,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.2,12.6,,,,,,2.5,10.0,7.0,6,,,,
03.03.2020 20:00,10.6,764.4,767.9,1.6,94,Wind blowing from the south-east,1,,3,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,12.6,,,300-600,,,1.6,9.7,4.0,12,,,,
03.03.2020 17:00,12.0,762.8,766.3,,75,Wind blowing from the east-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,12.6,,,1000-1500,,,6.0,7.7,No precipitation,6,,,,
03.03.2020 14:00,12.5,763.0,766.5,-2.1,71,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,12.6,,,1000-1500,,,8.0,7.4,No precipitation,12,,,,
03.03.2020 11:00,12.0,765.1,768.7,,68,Wind blowing from the north-northeast,1,,3,100%., ,,,10.2,13.1,,,1000-1500,,,11.0,6.3,No precipitation,6,,,,
03.03.2020 08:00,10.9,765.1,768.6,1.0,76,Wind blowing from the north-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,1000-1500,,,9.0,6.8,No precipitation,12,,,,
03.03.2020 05:00,10.3,764.1,767.6,,82,Wind blowing from the west,1,,7,, ,,,10.2,,,,,,,8.0,7.4,No precipitation,6,,,,
03.03.2020 02:00,10.4,764.9,768.4,-1.4,77,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,13.1,,,2500 or more  or no clouds.,,,12.0,6.5,No precipitation,12,,,,
02.03.2020 23:00,10.9,766.3,769.9,,71,Wind blowing from the east,1,,,, ,,,10.8,14.0,,,,,,14.0,5.7,No precipitation,6,,,,
02.03.2020 20:00,10.9,765.6,769.1,1.1,75,Wind blowing from the east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,14.2,,,1000-1500,,,10.0,6.6,No precipitation,12,,,,
02.03.2020 17:00,11.2,764.5,768.0,,76,Wind blowing from the east,4,,8,100%., ,,,11.2,14.2,,,600-1000,,,14.0,7.1,No precipitation,6,,,,
02.03.2020 14:00,12.1,764.2,767.8,-1.9,74,Wind blowing from the east,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,14.2,,,600-1000,,,16.0,7.6,No precipitation,12,,,,
02.03.2020 11:00,12.7,766.1,769.6,,69,Wind blowing from the east-northeast,3,,8,100%., ,,,11.2,14.2,,,1000-1500,,,17.0,7.0,No precipitation,6,,,,
02.03.2020 08:00,12.4,766.0,769.5,1.4,61,Wind blowing from the east-northeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,14.2,,,300-600,,,19.0,5.1,No precipitation,12,,,,
02.03.2020 05:00,11.7,764.6,768.1,,64,Wind blowing from the north-northeast,1,,8,, ,,,11.7,14.2,,,,,,20.0,5.1,No precipitation,6,,,,
02.03.2020 02:00,12.8,763.7,767.2,0.5,60,Wind blowing from the north,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,14.2,,,2500 or more  or no clouds.,,,20.0,5.2,No precipitation,12,,,,
01.03.2020 23:00,13.9,763.2,766.7,,74,Wind blowing from the west-northwest,2,,,, ,,,12.8,14.2,,,,,,20.0,9.3,No precipitation,6,,,,
01.03.2020 20:00,13.3,761.8,765.3,1.8,95,Wind blowing from the west-northwest,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,13.8,,,600-1000,,,3.1,12.5,0.2,12,,,,
01.03.2020 17:00,13.3,760.0,763.6,,93,Wind blowing from the east-northeast,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,14.5,,,600-1000,,,5.0,12.2,No precipitation,6,,,,
