Local time in Jinghong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 02:00,20.4,705.7,754.0,,59,Wind blowing from the north-west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,33.3,,,2500 or more  or no clouds.,,,6.0,12.1,No precipitation,12,,,,
24.03.2020 20:00,28.1,704.5,753.3,,32,Wind blowing from the north,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,33.3,,,1500-2000,,,7.0,9.9,No precipitation,12,,,,
24.03.2020 14:00,32.7,706.6,755.0,-3.3,22,Wind blowing from the east-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,32.7,,,1500-2000,,,14.0,8.2,No precipitation,12,,,,
24.03.2020 11:00,24.9,709.9,758.9,,46,Wind blowing from the east-southeast,1,,3,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,32.3,,,1500-2000,,,6.0,12.5,No precipitation,6,,,,
24.03.2020 08:00,17.0,708.7,757.9,1.3,75,Wind blowing from the north,0,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,32.3,,,1500-2000,,,6.0,12.5,No precipitation,12,,,,
24.03.2020 05:00,18.6,707.4,756.0,,71,Wind blowing from the north-northwest,1,,5,, ,,,16.0,32.3,,,,,,9.0,13.2,No precipitation,6,,,,
24.03.2020 02:00,20.3,707.4,756.1,,60,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,32.3,,,2500 or more  or no clouds.,,,8.0,12.3,No precipitation,12,,,,
23.03.2020 20:00,27.3,705.4,754.5,0.3,33,Wind blowing from the north-west,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,32.3,,,1500-2000,,,7.0,9.6,No precipitation,12,,,,
23.03.2020 17:00,32.0,705.1,753.6,,25,Wind blowing from the south-southeast,2,,6,40%., ,,,16.0,32.6,,,1500-2000,,,11.0,9.5,No precipitation,6,,,,
23.03.2020 14:00,28.2,708.1,757.0,-2.6,34,Wind blowing from the east-southeast,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,33.1,,,1500-2000,,,10.0,10.9,No precipitation,12,,,,
23.03.2020 11:00,23.2,710.7,759.9,,55,Wind blowing from the east,1,,2,60%., ,,,16.0,33.1,,,1500-2000,,,7.0,13.7,No precipitation,6,,,,
23.03.2020 08:00,16.1,709.6,758.8,1.5,83,Wind blowing from the north,0,,2,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,33.1,,,1500-2000,,,6.0,13.2,No precipitation,12,,,,
23.03.2020 05:00,17.2,708.1,756.8,,78,Wind blowing from the south-southwest,0,,6,, ,,,15.8,33.1,,,,,,8.0,13.3,No precipitation,6,,,,
23.03.2020 02:00,19.3,708.2,757.0,,73,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,33.1,,,2500 or more  or no clouds.,,,8.0,14.3,No precipitation,12,,,,
22.03.2020 20:00,28.3,706.6,755.6,0.6,36,Wind blowing from the east,1,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,33.1,,,1500-2000,,,10.0,11.8,No precipitation,12,,,,
22.03.2020 17:00,32.5,706.0,754.6,,26,Wind blowing from the south-east,2,,4,50%., ,,,15.8,33.1,,,1500-2000,,,13.0,10.5,No precipitation,6,,,,
22.03.2020 14:00,29.7,708.6,757.4,-3.0,37,Wind blowing from the east,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,30.1,,,1500-2000,,,11.0,13.5,No precipitation,12,,,,
22.03.2020 11:00,22.4,711.6,761.2,,64,Wind blowing from the east-southeast,1,,5,100%., ,,,15.8,30.1,,,1500-2000,,,10.0,15.3,No precipitation,6,,,,
22.03.2020 08:00,15.9,710.7,760.7,1.9,94,Wind blowing from the west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,30.1,,,1500-2000,,,5.0,14.9,No precipitation,12,,,,
22.03.2020 05:00,16.8,708.8,758.6,,90,Calm  no wind,0,,,,Mist. ,,,16.8,,,,,,,7.0,15.2,No precipitation,6,,,,
22.03.2020 02:00,19.1,709.5,758.5,,84,Wind blowing from the north-northwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,30.1,,,2500 or more  or no clouds.,,,6.0,16.3,7.0,12,,,,
21.03.2020 20:00,21.1,707.8,757.3,0.7,82,Wind blowing from the south,1,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,30.1,,,1500-2000,,,6.0,17.9,7.0,12,,,,
21.03.2020 17:00,20.6,707.1,756.6,,82,Wind blowing from the north-east,3,,8,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,33.1,,,1500-2000,,,1.3,17.4,7.0,6,,,,
21.03.2020 14:00,28.8,708.4,757.0,-2.5,44,Wind blowing from the west-southwest,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,33.2,,,1500-2000,,,4.3,15.3,No precipitation,12,,,,
21.03.2020 11:00,23.2,710.9,760.0,,60,Wind blowing from the south,1,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,1500-2000,,,4.1,15.0,No precipitation,6,,,,
21.03.2020 08:00,18.3,709.9,759.0,1.6,80,Wind blowing from the west,1,,8,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,33.2,,,1500-2000,,,3.7,14.8,Trace of precipitation,12,,,,
21.03.2020 05:00,19.5,708.3,756.7,,73,Wind blowing from the north-northwest,1,,8,,Haze. ,,,15.6,33.2,,,,,,4.5,14.5,No precipitation,6,,,,
21.03.2020 02:00,22.5,708.2,756.7,,59,Wind blowing from the east,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,33.2,,,2500 or more  or no clouds.,,,5.0,14.1,No precipitation,12,,,,
20.03.2020 20:00,28.9,705.3,754.3,0.7,42,Wind blowing from the east,2,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,33.2,,,1500-2000,,,2.9,14.7,No precipitation,12,,,,
20.03.2020 17:00,33.2,704.6,753.1,,22,Wind blowing from the east-southeast,1,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,34.5,,,1500-2000,,,7.0,8.6,No precipitation,6,,,,
20.03.2020 14:00,30.0,707.8,756.4,-3.3,21,Wind blowing from the south,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,35.8,,,1500-2000,,,10.0,5.3,No precipitation,12,,,,
20.03.2020 11:00,22.7,711.1,760.4,,42,Wind blowing from the east,1,,2,50%., ,,,15.6,,,,1500-2000,,,7.0,9.1,No precipitation,6,,,,
20.03.2020 08:00,15.6,709.8,759.1,1.7,70,Wind blowing from the west,1,,2,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,,,,1500-2000,,,8.0,10.2,No precipitation,12,,,,
20.03.2020 05:00,17.0,708.1,756.7,,60,Wind blowing from the west,1,,5,, ,,,17.0,35.8,,,,,,9.0,9.2,No precipitation,6,,,,
20.03.2020 02:00,19.6,708.8,757.3,,51,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,35.8,,,2500 or more  or no clouds.,,,9.0,9.2,No precipitation,12,,,,
19.03.2020 20:00,28.6,706.3,755.2,,23,Wind blowing from the north-west,1,,9,100%., ,,,17.8,35.8,,,1500-2000,,,11.0,5.5,No precipitation,6,,,,
19.03.2020 17:00,34.6,705.3,753.5,,13,Wind blowing from the south,2,,,100%., ,,,17.8,36.1,,,1500-2000,,,11.0,2.2,No precipitation,6,,,,
19.03.2020 14:00,33.6,707.5,755.8,,12,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,37.0,,,1500-2000,,,14.0,0.3,No precipitation,12,,,,
19.03.2020 11:00,28.9,710.2,758.8,,21,Wind blowing from the south-west,2,,3,90  or more  but not 100%, ,,,17.8,,,,1500-2000,,,11.0,4.4,No precipitation,6,,,,
19.03.2020 08:00,17.8,708.8,757.8,1.9,62,Wind blowing from the north,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,,,,1500-2000,,,11.0,10.4,No precipitation,12,,,,
19.03.2020 05:00,19.1,706.9,755.1,,55,Wind blowing from the north-northeast,1,,8,, ,,,18.1,37.0,,,,,,13.0,9.9,No precipitation,6,,,,
19.03.2020 02:00,21.1,706.8,754.9,,51,Wind blowing from the south-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,37.0,,,2500 or more  or no clouds.,,,9.0,10.6,No precipitation,12,,,,
18.03.2020 20:00,29.6,704.5,753.1,1.1,36,Wind blowing from the north,1,,9,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,37.0,,,1500-2000,,,6.0,13.0,No precipitation,12,,,,
18.03.2020 17:00,36.1,703.4,751.3,,21,Wind blowing from the south-east,3,,9,70 – 80%., ,,,18.1,37.0,,,1500-2000,,,11.0,10.3,No precipitation,6,,,,
18.03.2020 14:00,34.8,706.1,754.0,-3.5,24,Wind blowing from the north-east,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,35.8,,,1500-2000,,,11.0,11.3,No precipitation,12,,,,
18.03.2020 11:00,26.4,709.6,758.2,,48,Wind blowing from the south,1,,3,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,35.8,,,1500-2000,,,5.0,14.5,No precipitation,6,,,,
18.03.2020 08:00,18.1,709.0,757.8,1.4,81,Wind blowing from the west-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,35.8,,,1500-2000,,,5.0,14.8,No precipitation,12,,,,
18.03.2020 05:00,20.5,707.6,755.8,,67,Wind blowing from the west-southwest,0,,8,,Haze. ,,,19.2,35.8,,,,,,6.0,14.2,No precipitation,6,,,,
18.03.2020 02:00,22.6,707.9,756.1,,59,Wind blowing from the north-east,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,35.8,,,2500 or more  or no clouds.,,,8.0,14.2,No precipitation,12,,,,
17.03.2020 20:00,32.0,706.6,755.1,0.7,31,Wind blowing from the south,3,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,35.8,,,1500-2000,,,5.0,12.8,No precipitation,12,,,,
17.03.2020 17:00,34.3,705.9,754.0,,29,Wind blowing from the south,4,,8,100%., ,,,19.2,35.8,,,1500-2000,,,9.0,13.7,No precipitation,6,,,,
17.03.2020 14:00,34.1,708.1,756.2,-3.3,37,Wind blowing from the east,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,34.6,,,1500-2000,,,8.0,17.3,No precipitation,12,,,,
17.03.2020 11:00,26.7,711.4,760.2,,56,Wind blowing from the east,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,34.6,,,1500-2000,,,3.5,17.2,No precipitation,6,,,,
17.03.2020 08:00,19.2,710.5,759.4,,75,Wind blowing from the west,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,34.6,,,1500-2000,,,2.3,14.7,No precipitation,12,,,,
17.03.2020 05:00,20.8,708.8,757.1,,66,Wind blowing from the west,1,,5,,Haze. ,,,20.0,34.6,,,,,,4.4,14.2,No precipitation,6,,,,
17.03.2020 02:00,22.7,708.8,757.2,,65,Wind blowing from the north,0,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,34.6,,,2500 or more  or no clouds.,,,5.0,15.8,No precipitation,12,,,,
16.03.2020 20:00,30.0,706.9,755.5,1.0,51,Wind blowing from the east-southeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,34.6,,,1500-2000,,,5.0,18.8,No precipitation,12,,,,
16.03.2020 17:00,34.5,705.9,754.0,,35,Wind blowing from the south-east,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,34.5,,,1500-2000,,,5.0,16.8,No precipitation,6,,,,
16.03.2020 14:00,31.6,708.4,756.7,-2.7,45,Wind blowing from the east,1,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,34.7,,,1500-2000,,,3.8,18.2,No precipitation,12,,,,
16.03.2020 11:00,24.7,711.1,760.0,,58,Wind blowing from the east,1,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,1500-2000,,,2.9,15.9,No precipitation,6,,,,
16.03.2020 08:00,20.1,709.6,758.4,1.8,74,Wind blowing from the west-southwest,0,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,34.7,,,1500-2000,,,3.1,15.3,No precipitation,12,,,,
16.03.2020 05:00,20.9,707.8,756.1,,73,Calm  no wind,0,,,,Haze. ,,,16.9,34.7,,,,,,3.1,15.9,No precipitation,6,,,,
16.03.2020 02:00,22.6,708.5,757.0,,65,Wind blowing from the east-northeast,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,34.7,,,2500 or more  or no clouds.,,,3.0,15.7,No precipitation,12,,,,
15.03.2020 20:00,30.6,706.8,755.6,1.2,40,Wind blowing from the east-southeast,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,34.7,,,1500-2000,,,2.9,15.5,No precipitation,12,,,,
15.03.2020 17:00,34.4,705.6,753.9,,29,Wind blowing from the south-southeast,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,36.5,,,,,,4.7,13.8,No precipitation,6,,,,
15.03.2020 14:00,31.0,708.7,757.3,-3.0,31,Wind blowing from the south,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,36.7,,,1500-2000,,,9.0,11.9,No precipitation,12,,,,
15.03.2020 11:00,23.9,711.7,760.9,,48,Wind blowing from the east-southeast,1,,2,100%., ,,,16.9,,,,1500-2000,,,8.0,12.2,No precipitation,6,,,,
15.03.2020 08:00,17.0,710.5,759.5,1.5,72,Wind blowing from the west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,36.7,,,2500 or more  or no clouds.,,,9.0,11.9,No precipitation,12,,,,
15.03.2020 05:00,18.4,709.0,757.4,,67,Calm  no wind,0,,,, ,,,17.1,36.7,,,,,,9.0,12.2,No precipitation,6,,,,
15.03.2020 02:00,20.9,709.7,758.2,,59,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,36.7,,,2500 or more  or no clouds.,,,9.0,12.6,No precipitation,12,,,,
14.03.2020 20:00,30.6,706.6,755.4,0.6,34,Wind blowing from the west,1,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,36.7,,,1500-2000,,,1.9,13.0,No precipitation,12,,,,
14.03.2020 17:00,36.5,706.0,754.1,,20,Wind blowing from the south,1,,4,70 – 80%., ,,,17.1,37.0,,,1500-2000,,,13.0,9.9,No precipitation,6,,,,
14.03.2020 14:00,33.4,708.8,757.2,-3.1,27,Wind blowing from the south-east,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,37.3,,,1500-2000,,,14.0,11.9,No precipitation,12,,,,
14.03.2020 11:00,25.5,711.9,760.9,,47,Wind blowing from the east-southeast,1,,2,40%., ,,,17.1,,,,1500-2000,,,10.0,13.4,No precipitation,6,,,,
14.03.2020 08:00,17.6,711.0,760.0,1.7,72,Wind blowing from the south,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,,,,1500-2000,,,9.0,12.5,No precipitation,12,,,,
14.03.2020 05:00,18.7,709.3,757.6,,66,Calm  no wind,0,,,, ,,,16.4,37.3,,,,,,11.0,12.2,No precipitation,6,,,,
14.03.2020 02:00,20.8,710.1,758.5,,57,Wind blowing from the north,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,37.3,,,2500 or more  or no clouds.,,,12.0,12.0,No precipitation,12,,,,
13.03.2020 20:00,30.5,707.7,756.6,,29,Wind blowing from the west-northwest,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,37.3,,,1500-2000,,,14.0,10.5,No precipitation,12,,,,
13.03.2020 17:00,36.5,707.0,755.2,,19,Wind blowing from the north-west,3,,8,40%., ,,,16.4,37.3,,,1500-2000,,,14.0,9.2,No precipitation,6,,,,
13.03.2020 14:00,34.3,709.3,757.7,,21,Wind blowing from the east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,,,,1500-2000,,,16.0,8.9,No precipitation,12,,,,
13.03.2020 11:00,24.6,712.3,761.4,,45,Wind blowing from the south-southeast,1,,2,40%., ,,,16.4,,,,1500-2000,,,7.0,11.9,No precipitation,6,,,,
13.03.2020 08:00,16.4,711.2,760.4,,76,Wind blowing from the west,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,,,,1500-2000,,,6.0,12.2,No precipitation,12,,,,
13.03.2020 05:00,18.3,709.5,757.9,,67,Wind blowing from the south-southwest,0,,7,, ,,,15.3,37.4,,,,,,9.0,12.1,No precipitation,6,,,,
13.03.2020 02:00,20.3,709.8,758.2,,58,Wind blowing from the west-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,37.4,,,2500 or more  or no clouds.,,,9.0,11.8,No precipitation,12,,,,
12.03.2020 20:00,30.3,706.9,755.9,1.0,25,Wind blowing from the south-west,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,37.4,,,1500-2000,,,16.0,8.1,No precipitation,12,,,,
12.03.2020 17:00,35.9,705.9,754.2,,16,Wind blowing from the west,4,,11,20–30%., ,,,15.3,37.4,,,1500-2000,,,12.0,6.2,No precipitation,6,,,,
12.03.2020 14:00,33.6,708.3,756.7,-2.8,22,Wind blowing from the east,2,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,33.6,,,1500-2000,,,9.0,9.0,No precipitation,12,,,,
12.03.2020 11:00,23.2,711.1,760.4,,49,Wind blowing from the south-west,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,33.6,,,1500-2000,,,5.0,11.9,No precipitation,6,,,,
12.03.2020 08:00,15.4,710.2,759.6,1.8,77,Wind blowing from the south-west,1,,2,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,33.6,,,1500-2000,,,5.0,11.4,No precipitation,12,,,,
12.03.2020 05:00,17.0,708.4,757.0,,68,Wind blowing from the west,0,,6,,Haze. ,,,14.4,33.6,,,,,,6.0,11.1,No precipitation,6,,,,
12.03.2020 02:00,19.1,708.1,757.0,,62,Wind blowing from the west-southwest,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,33.6,,,2500 or more  or no clouds.,,,5.0,11.7,No precipitation,12,,,,
11.03.2020 20:00,28.4,705.5,754.6,0.6,36,Wind blowing from the west-northwest,1,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,33.6,,,1500-2000,,,4.6,11.9,No precipitation,12,,,,
11.03.2020 17:00,33.3,704.9,753.4,,24,Wind blowing from the north-east,1,,4,40%., ,,,14.4,33.9,,,1500-2000,,,7.0,10.0,No precipitation,6,,,,
11.03.2020 14:00,29.3,707.8,756.6,-2.7,25,Wind blowing from the south,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,33.9,,,1500-2000,,,13.0,7.3,No precipitation,12,,,,
11.03.2020 11:00,21.6,710.5,759.9,,46,Wind blowing from the east-southeast,1,,3,40%., ,,,14.4,,,,1500-2000,,,9.0,9.5,No precipitation,6,,,,
11.03.2020 08:00,14.5,709.2,758.6,1.5,72,Wind blowing from the west-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,33.9,,,1500-2000,,,8.0,9.5,No precipitation,12,,,,
11.03.2020 05:00,16.1,707.7,756.4,,64,Wind blowing from the west,1,,4,,Haze. ,,,14.3,33.9,,,,,,7.0,9.3,No precipitation,6,,,,
11.03.2020 02:00,18.5,707.8,756.6,,53,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,33.9,,,2500 or more  or no clouds.,,,11.0,8.8,No precipitation,12,,,,
10.03.2020 20:00,27.8,704.9,754.0,0.2,32,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,33.9,,,,,,9.0,9.6,No precipitation,12,,,,
10.03.2020 17:00,33.6,704.7,753.2,,21,Wind blowing from the east,1,,4,no clouds, ,,,14.3,35.2,,,,,,14.0,8.3,No precipitation,6,,,,
10.03.2020 14:00,30.4,707.5,756.3,-2.5,25,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,35.2,,,,,,17.0,8.2,No precipitation,12,,,,
10.03.2020 11:00,22.2,710.0,759.4,,48,Wind blowing from the south,1,,2,no clouds, ,,,14.3,,,,,,,10.0,10.7,No precipitation,6,,,,
10.03.2020 08:00,14.3,708.5,757.8,1.8,73,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,,,,,,,12.0,9.5,No precipitation,12,,,,
10.03.2020 05:00,15.9,706.7,755.2,,69,Wind blowing from the south-southwest,1,,6,, ,,,15.2,35.2,,,,,,13.0,10.2,No precipitation,6,,,,
10.03.2020 02:00,18.4,707.1,755.6,,56,Wind blowing from the south-southwest,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,35.2,,,2500 or more  or no clouds.,,,16.0,9.5,No precipitation,12,,,,
09.03.2020 20:00,28.9,704.4,753.3,1.1,24,Wind blowing from the north-west,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,35.2,,,1500-2000,,,21.0,6.3,No precipitation,12,,,,
