Local time in Wanyuan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 02:00,10.4,705.9,765.1,,78,Wind blowing from the west-northwest,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,15.2,,,2500 or more  or no clouds.,,,19.0,6.7,No precipitation,12,,,,
15.03.2020 20:00,12.2,705.6,765.3,1.2,69,Wind blowing from the west-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,15.2,,,2000-2500,,,10.0,6.7,No precipitation,12,,,,
15.03.2020 17:00,14.7,704.4,763.8,,50,Calm  no wind,0,,,100%., ,,,,,,,2000-2500,,,19.0,4.4,,,,,,
15.03.2020 14:00,13.4,705.5,765.0,-2.6,51,Wind blowing from the south-southwest,0,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,21.9,,,2500 or more  or no clouds.,,,24.0,3.5,No precipitation,12,,,,
15.03.2020 11:00,9.1,708.1,768.1,,67,Wind blowing from the north-northwest,1,,2,100%., ,,,5.6,,,,2000-2500,,,18.0,3.3,No precipitation,6,,,,
15.03.2020 08:00,6.3,707.9,767.7,0.1,79,Wind blowing from the north-west,0,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,21.9,,,2500 or more  or no clouds.,,,22.0,2.8,No precipitation,12,,,,
15.03.2020 05:00,5.8,707.8,766.9,,80,Wind blowing from the north-west,1,,,, ,,,,,,,,,,29.0,2.6,,,,,,
15.03.2020 02:00,7.3,708.0,766.9,,70,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,21.9,,,2500 or more  or no clouds.,,,29.0,2.2,No precipitation,12,,,,
14.03.2020 20:00,13.2,707.5,767.4,1.4,46,Wind blowing from the west-northwest,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,21.9,,,2500 or more  or no clouds.,,,20.0,1.8,No precipitation,12,,,,
14.03.2020 17:00,20.1,706.1,765.1,,21,Wind blowing from the south-west,2,,,40%., ,,,,,,,1000-1500,,,30.0,-2.9,,,,,,
14.03.2020 14:00,19.6,707.8,766.8,-3.1,19,Wind blowing from the south,2,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,20.0,,,2500 or more  or no clouds.,,,30.0,-4.6,No precipitation,12,,,,
14.03.2020 11:00,14.4,710.9,770.6,,46,Wind blowing from the south-east,1,,,no clouds, ,,,,,,,,,,24.0,2.9,,,,,,
14.03.2020 08:00,4.8,711.1,771.8,0.9,92,Wind blowing from the north-west,1,,2,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,11.7,,,1000-1500,,,17.0,3.6,No precipitation,12,,,,
14.03.2020 05:00,5.1,710.2,770.5,,90,Wind blowing from the north-west,1,,,, ,,,,,,,,,,29.0,3.6,,,,,,
14.03.2020 02:00,6.7,711.5,771.9,,84,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,15.8,,,2500 or more  or no clouds.,,,29.0,4.2,No precipitation,12,,,,
13.03.2020 20:00,8.6,710.6,770.7,1.3,71,Wind blowing from the north-west,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,15.8,,,2500 or more  or no clouds.,,,25.0,3.6,1.0,12,,,,
13.03.2020 17:00,11.4,709.3,768.7,,53,Calm  no wind,0,,,100%., ,,,,,,,2000-2500,,,30.0,2.2,,,,,,
13.03.2020 14:00,10.0,710.6,770.2,-0.6,63,Wind blowing from the north-northwest,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,2500 or more  or no clouds.,,,30.0,3.1,3.0,12,,,,
13.03.2020 11:00,11.2,711.2,770.7,,55,Wind blowing from the north-northwest,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.6,,,,2500 or more  or no clouds.,,,28.0,2.5,3.0,6,,,,
13.03.2020 08:00,10.5,708.9,768.1,,66,Wind blowing from the north-west,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,19.3,,,2500 or more  or no clouds.,,,30.0,4.4,1.0,12,,,,
13.03.2020 05:00,12.1,707.1,765.6,,62,Wind blowing from the north-northwest,5,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.2,19.3,,,,,,25.0,5.0,No precipitation,6,,,,
13.03.2020 02:00,12.7,705.7,764.1,,70,Wind blowing from the south-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,19.3,,,2500 or more  or no clouds.,,,29.0,7.4,No precipitation,12,,,,
12.03.2020 20:00,14.5,702.5,761.5,1.8,58,Wind blowing from the south-southeast,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,19.3,,,1500-2000,,,21.0,6.3,No precipitation,12,,,,
12.03.2020 17:00,18.6,700.7,759.1,,40,Wind blowing from the west-northwest,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,4.8,,,,,,
12.03.2020 14:00,18.8,701.2,759.5,-2.2,39,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,19.3,,,1500-2000,,,30.0,4.6,No precipitation,12,,,,
12.03.2020 11:00,16.2,703.4,762.1,,46,Wind blowing from the south-east,2,,3,40%., ,,,8.2,16.2,,,1500-2000,,,16.0,4.6,No precipitation,6,,,,
12.03.2020 08:00,8.4,703.4,762.8,0.4,83,Wind blowing from the north,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,13.3,,,2500 or more  or no clouds.,,,20.0,5.7,No precipitation,12,,,,
12.03.2020 05:00,8.8,703.0,762.1,,77,Wind blowing from the north-west,1,,,, ,,,,,,,,,,26.0,5.0,,,,,,
12.03.2020 02:00,9.2,703.8,762.9,,75,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,13.3,,,2500 or more  or no clouds.,,,24.0,5.0,No precipitation,12,,,,
11.03.2020 20:00,11.2,702.6,762.1,1.0,65,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,13.3,,,2000-2500,,,14.0,4.9,Trace of precipitation,12,,,,
11.03.2020 17:00,13.0,701.6,760.8,,54,Wind blowing from the south-southwest,1,,,100%., ,,,,,,,2000-2500,,,28.0,3.7,,,,,,
11.03.2020 14:00,13.1,703.0,762.1,-2.7,50,Wind blowing from the south-southeast,2,,3,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,18.3,,,2000-2500,,,22.0,2.9,Trace of precipitation,12,,,,
11.03.2020 11:00,9.8,705.7,765.4,,59,Wind blowing from the north-west,1,,2,100%., ,,,6.6,,,,2000-2500,,,20.0,2.2,No precipitation,6,,,,
11.03.2020 08:00,6.9,705.7,765.5,0.3,68,Wind blowing from the north-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,18.3,,,2000-2500,,,20.0,1.4,No precipitation,12,,,,
11.03.2020 05:00,7.2,705.4,764.4,,66,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,29.0,1.3,,,,,,
11.03.2020 02:00,8.5,706.3,765.3,,60,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,18.3,,,2500 or more  or no clouds.,,,27.0,1.0,No precipitation,12,,,,
10.03.2020 20:00,11.2,705.4,765.3,0.6,40,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,18.3,,,2500 or more  or no clouds.,,,17.0,-1.9,No precipitation,12,,,,
10.03.2020 17:00,17.2,704.8,764.0,,20,Wind blowing from the south-east,2,,,60%., ,,,,,,,2500 or more  or no clouds.,,,27.0,-5.9,,,,,,
10.03.2020 14:00,17.0,707.2,766.4,-2.8,21,Wind blowing from the south-southeast,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,17.0,,,2000-2500,,,24.0,-5.5,No precipitation,12,,,,
10.03.2020 11:00,13.7,710.0,769.7,,28,Wind blowing from the east,1,,2,10%  or less  but not 0, ,,,4.7,13.7,,,1500-2000,,,20.0,-4.5,No precipitation,6,,,,
10.03.2020 08:00,5.0,710.0,770.3,1.6,78,Wind blowing from the north-west,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,13.2,,,2500 or more  or no clouds.,,,17.0,1.5,No precipitation,12,,,,
10.03.2020 05:00,5.8,708.4,768.4,,75,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,30.0,1.7,,,,,,
10.03.2020 02:00,6.5,709.2,769.2,,69,Wind blowing from the south,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,13.2,,,2500 or more  or no clouds.,,,30.0,1.2,No precipitation,12,,,,
09.03.2020 20:00,11.1,707.3,767.0,2.3,46,Wind blowing from the north-northwest,3,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,14.3,,,2500 or more  or no clouds.,,,30.0,-0.1,0.2,12,,,,
09.03.2020 17:00,13.1,705.0,764.0,,42,Calm  no wind,0,,,40%., ,,,8.2,14.3,,Sky obscured by fog and/or other meteorological phenomena.,1500-2000,,,30.0,0.5,No precipitation,6,,,,
09.03.2020 14:00,12.3,705.0,764.1,-0.5,49,Wind blowing from the north,3,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,14.3,,,600-1000,,,30.0,1.9,0.3,12,,,,
09.03.2020 11:00,11.0,705.5,764.6,,55,Wind blowing from the north-northwest,7,,11,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,14.3,,,,,,30.0,2.3,0.3,6,,,,
09.03.2020 08:00,8.4,704.2,763.3,2.1,72,Wind blowing from the north-northwest,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.3,,,1000-1500,,,30.0,3.5,0.2,12,,,,
09.03.2020 05:00,11.0,702.1,760.9,,52,Wind blowing from the north-northwest,5,,11,, ,,,8.6,14.3,,,,,,22.0,1.5,No precipitation,6,,,,
09.03.2020 02:00,11.0,702.1,760.8,,65,Wind blowing from the north-northwest,5,,11,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,14.3,,,2500 or more  or no clouds.,,,25.0,4.5,0.6,12,,,,
08.03.2020 20:00,13.8,698.3,756.9,1.8,60,Wind blowing from the north-northwest,6,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,14.3,,,2500 or more  or no clouds.,,,19.0,6.2,0.5,12,,,,
08.03.2020 17:00,12.9,696.5,755.1,,62,Wind blowing from the north-northwest,5,,8,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,14.3,,,,,,19.0,5.8,0.5,6,,,,
08.03.2020 14:00,13.7,696.7,755.1,-0.9,65,Wind blowing from the north-northwest,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,14.3,,,2000-2500,,,12.0,7.2,Trace of precipitation,12,,,,
08.03.2020 11:00,12.7,697.6,756.1,,76,Wind blowing from the south,0,,1,100%., ,,,8.6,13.8,,,2500 or more  or no clouds.,,,12.0,8.6,No precipitation,6,,,,
08.03.2020 08:00,9.2,697.0,755.8,0.0,94,Wind blowing from the north,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,13.8,,,2000-2500,,,12.0,8.3,No precipitation,12,,,,
08.03.2020 05:00,9.0,697.0,755.5,,95,Calm  no wind,0,,,, ,,,,,,,,,,15.0,8.2,,,,,,
08.03.2020 02:00,10.0,698.7,757.3,,91,Wind blowing from the south-southwest,0,,1,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,13.8,,,2500 or more  or no clouds.,,,13.0,8.6,Trace of precipitation,12,,,,
07.03.2020 20:00,11.9,699.7,759.1,0.3,78,Wind blowing from the west-northwest,1,,2,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,13.8,,,2000-2500,,,6.0,8.2,Trace of precipitation,12,,,,
07.03.2020 17:00,13.8,699.4,758.5,,62,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,17.8,,,2000-2500,,,11.0,6.7,Trace of precipitation,6,,,,
07.03.2020 14:00,13.5,701.0,760.1,-2.5,58,Wind blowing from the north,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,19.0,,,2000-2500,,,21.0,5.4,Trace of precipitation,12,,,,
07.03.2020 11:00,10.4,703.5,762.9,,69,Wind blowing from the north,0,,,100%., ,,,,,,,2000-2500,,,23.0,4.8,,,,,,
07.03.2020 08:00,5.2,703.6,763.2,0.8,92,Wind blowing from the north-northwest,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,19.0,,,1000-1500,,,18.0,4.0,No precipitation,12,,,,
07.03.2020 05:00,5.6,702.8,761.8,,89,Wind blowing from the north-west,1,,,, ,,,,,,,,,,28.0,3.9,,,,,,
07.03.2020 02:00,7.0,703.3,762.1,,82,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,19.0,,,2500 or more  or no clouds.,,,28.0,4.1,No precipitation,12,,,,
06.03.2020 20:00,12.1,702.0,761.2,2.0,58,Wind blowing from the north,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,19.0,,,2500 or more  or no clouds.,,,22.0,4.1,No precipitation,12,,,,
06.03.2020 17:00,17.7,700.0,758.6,,37,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,,,,,1500-2000,,,30.0,2.8,,,,,,
06.03.2020 14:00,17.2,701.1,759.7,-2.2,38,Wind blowing from the south-east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,17.2,,,1500-2000,,,30.0,2.8,No precipitation,12,,,,
06.03.2020 11:00,13.4,703.3,762.3,,50,Wind blowing from the east-southeast,1,,2,90  or more  but not 100%, ,,,6.5,15.6,,,2500 or more  or no clouds.,,,28.0,3.2,No precipitation,6,,,,
06.03.2020 08:00,7.5,702.7,762.0,0.9,74,Wind blowing from the north-west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.6,,,2500 or more  or no clouds.,,,24.0,3.2,No precipitation,12,,,,
06.03.2020 05:00,6.8,701.8,760.8,,79,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,30.0,3.4,,,,,,
06.03.2020 02:00,7.6,703.0,762.1,,74,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,15.6,,,2500 or more  or no clouds.,,,28.0,3.3,No precipitation,12,,,,
05.03.2020 20:00,12.2,702.7,762.1,0.5,51,Wind blowing from the south-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,15.6,,,2500 or more  or no clouds.,,,26.0,2.4,No precipitation,12,,,,
05.03.2020 17:00,15.5,702.2,761.3,,36,Wind blowing from the south-southwest,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,0.5,,,,,,
05.03.2020 14:00,14.6,703.9,763.2,-2.8,41,Wind blowing from the south-west,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,18.0,,,2500 or more  or no clouds.,,,30.0,1.5,No precipitation,12,,,,
05.03.2020 11:00,13.6,706.7,766.2,,49,Wind blowing from the south-southeast,2,,,50%., ,,,,,,,2500 or more  or no clouds.,,,23.0,3.1,,,,,,
05.03.2020 08:00,6.5,707.1,766.8,-0.1,85,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,18.0,,,2500 or more  or no clouds.,,,27.0,4.2,No precipitation,12,,,,
05.03.2020 05:00,6.1,707.2,766.6,,85,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,30.0,3.8,,,,,,
05.03.2020 02:00,5.9,708.4,767.9,,87,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,18.0,,,2500 or more  or no clouds.,,,30.0,3.9,No precipitation,12,,,,
04.03.2020 20:00,13.0,707.1,767.2,1.1,48,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,18.0,,,2500 or more  or no clouds.,,,30.0,2.3,No precipitation,12,,,,
04.03.2020 17:00,17.2,706.0,765.6,,30,Wind blowing from the south-west,3,,,20–30%., ,,,,,,,1500-2000,,,30.0,-0.5,,,,,,
04.03.2020 14:00,17.0,707.4,766.9,-2.8,27,Wind blowing from the south,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,17.4,,,1500-2000,,,30.0,-2.1,No precipitation,12,,,,
04.03.2020 11:00,11.9,710.2,770.5,,51,Wind blowing from the south-east,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,24.0,2.1,,,,,,
04.03.2020 08:00,3.3,710.4,771.3,0.4,88,Wind blowing from the north-west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,12.8,,,1000-1500,,,25.0,1.5,No precipitation,12,,,,
04.03.2020 05:00,3.0,710.0,770.4,,89,Wind blowing from the north-west,1,,2,, ,,,3.0,12.8,,,,,,30.0,1.4,No precipitation,6,,,,
04.03.2020 02:00,4.6,709.8,770.1,,81,Wind blowing from the north-west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,12.8,,,2500 or more  or no clouds.,,,30.0,1.5,No precipitation,12,,,,
03.03.2020 20:00,7.9,708.4,768.6,1.7,63,Wind blowing from the west-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,12.8,,,2000-2500,,,30.0,1.3,No precipitation,12,,,,
03.03.2020 17:00,12.6,706.7,766.3,,42,Wind blowing from the east-northeast,0,,,100%., ,,,,,,,2000-2500,,,30.0,0.0,,,,,,
03.03.2020 14:00,11.5,707.5,767.3,-1.7,47,Wind blowing from the north,0,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,11.5,,,2000-2500,,,30.0,0.6,No precipitation,12,,,,
03.03.2020 11:00,10.1,709.2,769.2,,51,Wind blowing from the north,2,,5,100%., ,,,7.0,10.5,,,2000-2500,,,30.0,0.4,No precipitation,6,,,,
03.03.2020 08:00,8.2,708.4,768.5,1.3,60,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,10.5,,,2000-2500,,,30.0,0.9,No precipitation,12,,,,
03.03.2020 05:00,7.1,707.1,767.1,,73,Wind blowing from the west,1,,,, ,,,,,,,,,,30.0,2.6,,,,,,
03.03.2020 02:00,7.7,708.4,768.4,,71,Wind blowing from the north-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,10.5,,,2500 or more  or no clouds.,,,30.0,2.8,No precipitation,12,,,,
02.03.2020 20:00,8.2,707.2,767.2,1.4,64,Wind blowing from the north-northwest,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,11.2,,,2500 or more  or no clouds.,,,30.0,1.8,0.7,12,,,,
02.03.2020 17:00,9.6,705.8,765.5,,62,Wind blowing from the north-northwest,3,,,70 – 80%., ,,,,,,,1000-1500,,,30.0,2.7,,,,,,
02.03.2020 14:00,10.3,706.2,765.8,-1.3,60,Wind blowing from the north,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,,,,2500 or more  or no clouds.,,,30.0,2.9,2.0,12,,,,
02.03.2020 11:00,8.5,707.5,767.4,,76,Wind blowing from the north-northwest,4,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,,,,2500 or more  or no clouds.,,,23.0,4.5,2.0,6,,,,
02.03.2020 08:00,8.5,706.3,765.9,2.0,79,Wind blowing from the north-northwest,3,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,15.1,,,2500 or more  or no clouds.,,,20.0,5.1,3.0,12,,,,
02.03.2020 05:00,8.9,704.3,763.4,,99,Wind blowing from the north-northwest,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.0,15.1,,,,,,15.0,8.8,0.9,6,,,,
02.03.2020 02:00,9.3,705.2,764.3,,99,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,15.1,,,2500 or more  or no clouds.,,,13.0,9.2,3.0,12,,,,
01.03.2020 20:00,11.1,705.6,765.3,1.1,73,Wind blowing from the north-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,15.1,,,1500-2000,,,15.0,6.4,0.7,12,,,,
01.03.2020 17:00,14.0,704.5,763.7,,50,Wind blowing from the north-northwest,3,,,100%., ,,,,,,,1000-1500,,,30.0,3.8,,,,,,
01.03.2020 14:00,14.3,705.3,764.4,-1.3,48,Wind blowing from the north-northwest,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,23.4,,,1500-2000,,,30.0,3.4,No precipitation,12,,,,
01.03.2020 11:00,14.9,706.6,765.5,,43,Wind blowing from the north-northwest,3,,6,100%., ,,,7.0,23.4,,,1000-1500,,,30.0,2.4,No precipitation,6,,,,
01.03.2020 08:00,7.3,706.0,765.4,1.2,99,Wind blowing from the west,0,,1,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,23.4,,,2500 or more  or no clouds.,,,23.0,7.2,No precipitation,12,,,,
01.03.2020 05:00,7.9,704.8,763.1,,99,Wind blowing from the west-northwest,1,,2,, ,,,7.9,23.4,,,,,,29.0,7.8,No precipitation,6,,,,
01.03.2020 02:00,9.2,704.7,763.0,,97,Wind blowing from the south-west,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,23.4,,,2500 or more  or no clouds.,,,30.0,8.7,No precipitation,12,,,,
