Local time in Yichang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.03.2020 05:00,12.2,742.0,765.1,,65,Wind blowing from the west,2,,,, ,,,,,,,,,,14.0,5.8,,,,,,
17.03.2020 02:00,11.3,742.9,766.0,-0.9,76,Wind blowing from the north-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,16.0,,,2500 or more  or no clouds.,,,9.0,7.2,No precipitation,12,,,,
16.03.2020 23:00,12.6,743.8,766.9,,71,Wind blowing from the west-northwest,2,,3,,Haze. ,,,12.0,16.0,,,,,,6.0,7.5,No precipitation,6,,,,
16.03.2020 20:00,14.5,743.3,766.4,1.6,63,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,16.0,,,2500 or more  or no clouds.,,,8.0,7.5,No precipitation,12,,,,
16.03.2020 17:00,15.4,741.7,764.8,,53,Wind blowing from the west-southwest,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,13.0,5.9,,,,,,
16.03.2020 14:00,15.8,742.1,765.1,-1.5,57,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,20.0,,,2500 or more  or no clouds.,,,9.0,7.3,No precipitation,12,,,,
16.03.2020 11:00,14.1,743.6,766.7,,60,Wind blowing from the west-northwest,2,,3,100%., ,,,12.0,,,,2500 or more  or no clouds.,,,16.0,6.5,No precipitation,6,,,,
16.03.2020 08:00,12.2,742.7,765.8,,62,Wind blowing from the north-west,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,20.3,,,2500 or more  or no clouds.,,,18.0,5.1,No precipitation,12,,,,
16.03.2020 05:00,12.8,741.4,764.3,,57,Wind blowing from the north,2,,,, ,,,,,,,,,,16.0,4.3,,,,,,
16.03.2020 02:00,13.3,742.0,764.8,,62,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,20.3,,,2500 or more  or no clouds.,,,11.0,6.2,No precipitation,12,,,,
15.03.2020 23:00,14.2,742.5,765.4,,60,Wind blowing from the west-northwest,1,,5,, ,,,7.3,20.3,,,,,,7.0,6.6,No precipitation,6,,,,
15.03.2020 20:00,15.6,742.3,765.5,1.8,56,Wind blowing from the east-southeast,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,20.3,,,2500 or more  or no clouds.,,,3.3,6.9,No precipitation,12,,,,
15.03.2020 17:00,18.2,740.5,763.5,,43,Wind blowing from the south,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,14.0,5.4,,,,,,
15.03.2020 14:00,19.4,741.7,764.8,-1.8,33,Wind blowing from the south-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,21.1,,,2500 or more  or no clouds.,,,22.0,2.7,No precipitation,12,,,,
15.03.2020 11:00,15.9,743.5,766.6,,43,Wind blowing from the south-west,2,,,90  or more  but not 100%, ,,,,,,,,,,21.0,3.3,,,,,,
15.03.2020 08:00,9.0,743.9,767.2,1.3,69,Wind blowing from the north-west,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,21.1,,,2500 or more  or no clouds.,,,16.0,3.6,No precipitation,12,,,,
15.03.2020 05:00,8.3,742.6,765.7,,66,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,19.0,2.3,,,,,,
15.03.2020 02:00,9.5,743.4,766.4,-0.9,59,Wind blowing from the north-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,21.1,,,2500 or more  or no clouds.,,,16.0,1.9,No precipitation,12,,,,
14.03.2020 23:00,13.5,744.3,767.4,,40,Wind blowing from the east-northeast,1,,9,, ,,,6.7,21.1,,,,,,28.0,0.2,No precipitation,6,,,,
14.03.2020 20:00,14.6,743.5,766.9,1.1,38,Wind blowing from the east,3,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,21.1,,,,,,5.0,0.5,No precipitation,12,,,,
14.03.2020 17:00,19.2,742.4,765.5,,26,Wind blowing from the south-east,4,,,no clouds, ,,,,,,,,,,21.0,-0.8,,,,,,
14.03.2020 14:00,19.5,744.1,767.2,-2.9,24,Wind blowing from the east-southeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,20.7,,,,,,24.0,-1.6,No precipitation,12,,,,
14.03.2020 11:00,15.3,747.0,770.2,,51,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,17.0,5.2,,,,,,
14.03.2020 08:00,7.7,747.4,770.9,0.7,86,Wind blowing from the west-northwest,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,16.3,,,2500 or more  or no clouds.,,,12.0,5.5,No precipitation,12,,,,
14.03.2020 05:00,7.2,746.7,770.2,,79,Wind blowing from the north-west,1,,,, ,,,,,,,,,,13.0,3.8,,,,,,
14.03.2020 02:00,8.5,747.3,770.7,-1.3,68,Wind blowing from the north,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,16.3,,,2500 or more  or no clouds.,,,12.0,2.9,No precipitation,12,,,,
13.03.2020 23:00,10.8,748.6,771.8,,51,Wind blowing from the west,1,,10,, ,,,10.7,16.3,,,,,,16.0,1.1,No precipitation,6,,,,
13.03.2020 20:00,11.7,747.6,771.0,1.0,50,Wind blowing from the south-southeast,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,16.3,,,2500 or more  or no clouds.,,,10.0,1.6,No precipitation,12,,,,
13.03.2020 17:00,12.9,746.6,769.9,,45,Wind blowing from the north,2,,10,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,18.0,,,2500 or more  or no clouds.,,,6.0,1.3,No precipitation,6,,,,
13.03.2020 14:00,14.4,746.2,769.4,,36,Wind blowing from the north-northeast,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,,,,2500 or more  or no clouds.,,,18.0,-0.5,No precipitation,12,,,,
13.03.2020 11:00,16.2,746.3,769.4,,70,Wind blowing from the east-northeast,1,,5,100%., ,,,11.9,20.2,,,2500 or more  or no clouds.,,,8.0,10.7,No precipitation,6,,,,
13.03.2020 08:00,12.6,744.1,767.2,1.6,99,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,2500 or more  or no clouds.,,,5.0,12.4,No precipitation,12,,,,
13.03.2020 05:00,12.5,742.5,765.4,,95,Wind blowing from the north-northeast,3,,6,,Mist. ,,,8.8,20.2,,,,,,5.0,11.7,No precipitation,6,,,,
13.03.2020 02:00,13.9,742.2,765.0,0.7,81,Wind blowing from the west-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,20.2,,,2500 or more  or no clouds.,,,7.0,10.7,No precipitation,12,,,,
12.03.2020 23:00,14.1,741.5,764.5,,82,Wind blowing from the north-east,3,,9,,Mist. ,,,8.8,20.2,,,,,,6.0,11.1,No precipitation,6,,,,
12.03.2020 20:00,15.3,739.2,762.3,2.7,68,Wind blowing from the east,2,,9,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,20.2,,,2500 or more  or no clouds.,,,7.0,9.4,No precipitation,12,,,,
12.03.2020 17:00,18.1,736.5,759.4,,54,Wind blowing from the east-southeast,5,,9,40%., ,,,8.8,20.2,,,1500-2000,,,11.0,8.7,No precipitation,6,,,,
12.03.2020 14:00,19.8,736.5,759.3,-2.0,46,Wind blowing from the south-southeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,19.8,,,,,,20.0,7.9,No precipitation,12,,,,
12.03.2020 11:00,15.9,738.5,761.5,,66,Wind blowing from the south-east,2,,,no clouds, ,,,,,,,,,,11.0,9.6,,,,,,
12.03.2020 08:00,9.0,738.7,762.0,0.6,99,Wind blowing from the west-southwest,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,16.2,,,2500 or more  or no clouds.,,,5.0,8.9,No precipitation,12,,,,
12.03.2020 05:00,9.2,738.1,761.2,,99,Wind blowing from the west-northwest,1,,5,,Mist. ,,,7.6,16.2,,,,,,5.0,9.1,No precipitation,6,,,,
12.03.2020 02:00,10.2,738.8,761.8,-1.5,96,Wind blowing from the west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,16.2,,,2500 or more  or no clouds.,,,6.0,9.6,No precipitation,12,,,,
11.03.2020 23:00,11.0,740.3,763.4,,84,Wind blowing from the north,1,,6,, ,,,7.6,16.2,,,,,,7.0,8.4,No precipitation,6,,,,
11.03.2020 20:00,11.9,739.3,762.5,0.6,78,Wind blowing from the east,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,16.2,,,2500 or more  or no clouds.,,,4.6,8.2,No precipitation,12,,,,
11.03.2020 17:00,13.6,738.7,761.9,,66,Wind blowing from the east-southeast,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,12.0,7.4,,,,,,
11.03.2020 14:00,15.1,739.7,762.9,-2.3,58,Wind blowing from the east-southeast,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,18.6,,,2500 or more  or no clouds.,,,16.0,6.9,No precipitation,12,,,,
11.03.2020 11:00,15.1,742.0,765.1,,47,Wind blowing from the south-west,1,,5,60%., ,,,7.6,18.6,,,2500 or more  or no clouds.,,,17.0,3.9,No precipitation,6,,,,
11.03.2020 08:00,8.7,741.7,765.0,0.8,78,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,18.6,,,2500 or more  or no clouds.,,,16.0,5.1,No precipitation,12,,,,
11.03.2020 05:00,7.6,740.9,764.1,,82,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,15.0,4.7,,,,,,
11.03.2020 02:00,8.7,742.6,765.7,-0.6,72,Wind blowing from the north-northwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,18.6,,,2500 or more  or no clouds.,,,16.0,3.9,No precipitation,12,,,,
10.03.2020 23:00,10.9,743.2,766.3,,57,Wind blowing from the east-northeast,2,,10,, ,,,6.7,18.6,,,,,,16.0,2.7,No precipitation,6,,,,
10.03.2020 20:00,12.4,742.0,765.4,,52,Wind blowing from the east,4,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,18.6,,,2500 or more  or no clouds.,,,14.0,2.6,No precipitation,12,,,,
10.03.2020 17:00,16.1,741.5,764.8,,39,Wind blowing from the south-east,5,,,no clouds, ,,,,,,,,,,15.0,2.2,,,,,,
10.03.2020 14:00,17.7,742.6,765.7,,36,Wind blowing from the south-east,3,,,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,18.0,,,2500 or more  or no clouds.,,,20.0,2.5,No precipitation,12,,,,
10.03.2020 11:00,14.8,745.3,768.5,,57,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,14.8,,,,,,28.0,6.4,No precipitation,6,,,,
10.03.2020 08:00,7.5,744.6,768.1,1.7,99,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,13.2,,,2500 or more  or no clouds.,,,0.4,7.4,No precipitation,12,,,,
10.03.2020 05:00,6.7,742.9,766.3,,99,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,20.0,6.6,,,,,,
10.03.2020 02:00,8.8,743.5,766.9,,99,Wind blowing from the north-east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,13.2,,,2500 or more  or no clouds.,,,16.0,8.7,0.1,12,,,,
09.03.2020 20:00,10.4,742.5,765.8,2.1,92,Wind blowing from the west,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,13.2,,,2500 or more  or no clouds.,,,23.0,9.2,0.6,12,,,,
09.03.2020 17:00,11.4,740.4,763.6,,71,Wind blowing from the north-northeast,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,13.2,,,300-600,,,28.0,6.3,0.5,6,,,,
09.03.2020 14:00,12.3,739.1,762.2,0.1,81,Wind blowing from the east-northeast,5,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.4,13.2,,,300-600,,,9.0,9.1,0.5,12,,,,
09.03.2020 11:00,12.2,739.0,762.1,,99,Wind blowing from the south-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.4,,,,300-600,,,0.9,12.0,0.1,6,,,,
09.03.2020 08:00,11.9,737.4,760.5,2.5,99,Wind blowing from the south,2,,4,100%.,Mist. ,Rain.,Drizzle.,11.4,,,,2500 or more  or no clouds.,,,5.0,11.7,4.0,12,,,,
09.03.2020 05:00,11.4,734.9,757.9,,99,Wind blowing from the east,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,11.4,,,,,,,0.1,11.2,No precipitation,6,,,,
09.03.2020 02:00,11.6,735.7,758.7,0.6,99,Wind blowing from the north-northwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,13.9,,,2500 or more  or no clouds.,,,0.1,11.4,24.0,12,,,,
08.03.2020 23:00,11.6,735.1,758.1,,99,Wind blowing from the west,2,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,11.5,14.2,,,,,,0.1,11.4,11.0,6,,,,
08.03.2020 20:00,11.5,733.9,756.9,1.5,99,Wind blowing from the west-northwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.5,14.7,,,300-600,,,less than 0.1,11.3,23.0,12,,,,
08.03.2020 17:00,11.7,732.4,755.2,,99,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.7,,,,300-600,,,0.1,11.5,16.0,6,,,,
08.03.2020 14:00,12.6,732.6,755.4,-2.5,99,Wind blowing from the south-west,1,,3,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,,,,300-600,,,0.9,12.4,3.0,12,,,,
08.03.2020 11:00,13.4,735.1,757.9,,79,Wind blowing from the south-east,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,,,,2500 or more  or no clouds.,,,5.0,9.8,No precipitation,6,,,,
08.03.2020 08:00,12.5,735.0,757.9,0.5,76,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.6,,,2500 or more  or no clouds.,,,10.0,8.4,Trace of precipitation,12,,,,
08.03.2020 05:00,12.6,734.5,757.3,,78,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,7.0,8.9,,,,,,
08.03.2020 02:00,13.4,736.2,758.9,-1.8,76,Wind blowing from the north,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,18.6,,,2500 or more  or no clouds.,,,5.0,9.3,No precipitation,12,,,,
07.03.2020 23:00,14.2,738.0,760.9,,71,Wind blowing from the south-southwest,1,,7,,Haze. ,,,7.8,18.6,,,,,,5.0,9.0,No precipitation,6,,,,
07.03.2020 20:00,14.7,737.2,760.3,0.6,67,Wind blowing from the east-southeast,2,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,18.6,,,2500 or more  or no clouds.,,,7.0,8.6,No precipitation,12,,,,
07.03.2020 17:00,17.2,736.6,759.7,,58,Wind blowing from the east-southeast,4,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,9.0,8.9,,,,,,
07.03.2020 14:00,17.6,737.8,760.7,-2.0,59,Wind blowing from the south-east,3,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,17.8,,,2500 or more  or no clouds.,,,8.0,9.5,No precipitation,12,,,,
07.03.2020 11:00,13.8,739.8,762.9,,76,Wind blowing from the east,3,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,15.2,,,,,,5.0,9.6,No precipitation,6,,,,
07.03.2020 08:00,8.2,739.3,762.7,1.2,99,Wind blowing from the north,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,15.2,,,,,,2.4,8.1,No precipitation,12,,,,
07.03.2020 05:00,7.9,738.1,761.2,,99,Wind blowing from the north-east,1,,6,,Mist. ,,,7.9,15.2,,,,,,2.5,7.8,No precipitation,6,,,,
07.03.2020 02:00,8.9,738.7,761.8,-0.6,99,Wind blowing from the north-west,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,15.2,,,2500 or more  or no clouds.,,,0.9,8.8,No precipitation,12,,,,
06.03.2020 23:00,10.6,739.3,762.5,,99,Wind blowing from the east-southeast,1,,,,Mist. ,,,8.9,15.2,,,,,,3.1,10.4,No precipitation,6,,,,
06.03.2020 20:00,11.2,738.0,761.2,1.5,96,Wind blowing from the east-southeast,3,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,15.2,,,2500 or more  or no clouds.,,,3.1,10.6,No precipitation,12,,,,
06.03.2020 17:00,14.1,736.5,759.6,,70,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,15.2,,,,,,0.3,8.7,No precipitation,6,,,,
06.03.2020 14:00,13.7,736.9,759.9,-2.0,70,Wind blowing from the south-east,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,14.0,,,2500 or more  or no clouds.,,,5.0,8.3,No precipitation,12,,,,
06.03.2020 11:00,11.7,738.9,762.1,,80,Wind blowing from the east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,14.3,,,2500 or more  or no clouds.,,,6.0,8.4,No precipitation,6,,,,
06.03.2020 08:00,9.0,738.4,761.6,0.6,99,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,14.3,,,2500 or more  or no clouds.,,,4.6,8.9,No precipitation,12,,,,
06.03.2020 05:00,9.1,737.8,760.9,,89,Wind blowing from the east,2,,4,,Mist. ,,,5.7,14.3,,,,,,5.0,7.4,No precipitation,6,,,,
06.03.2020 02:00,10.1,739.5,762.7,-1.6,81,Wind blowing from the east-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,14.3,,,2500 or more  or no clouds.,,,6.0,7.0,No precipitation,12,,,,
05.03.2020 23:00,10.6,741.1,764.4,,77,Wind blowing from the east,1,,6,,Haze. ,,,,14.3,,,,,,5.0,6.6,No precipitation,6,,,,
05.03.2020 20:00,11.5,741.0,764.4,0.2,69,Wind blowing from the east-southeast,3,,,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,14.3,,,2500 or more  or no clouds.,,,4.8,6.0,Trace of precipitation,12,,,,
05.03.2020 17:00,12.9,740.8,764.1,,60,Wind blowing from the south,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,7.0,5.3,,,,,,
05.03.2020 14:00,13.6,742.9,766.2,-3.0,56,Wind blowing from the south-east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,16.6,,,2500 or more  or no clouds.,,,9.0,5.0,No precipitation,12,,,,
05.03.2020 11:00,12.5,745.9,769.3,,61,Wind blowing from the east,2,,4,20–30%., ,,,5.7,16.6,,,1000-1500,,,9.0,5.0,No precipitation,6,,,,
05.03.2020 08:00,6.8,745.9,769.4,0.6,91,Wind blowing from the north-northwest,1,,4,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,16.6,,,2500 or more  or no clouds.,,,6.0,5.4,No precipitation,12,,,,
05.03.2020 05:00,6.5,745.3,768.7,,93,Calm  no wind,0,,,,Mist. ,,,5.2,16.6,,,,,,6.0,5.5,No precipitation,6,,,,
05.03.2020 02:00,8.6,746.1,769.4,-0.4,77,Wind blowing from the north-northwest,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,16.6,,,2500 or more  or no clouds.,,,6.0,4.8,No precipitation,12,,,,
04.03.2020 23:00,10.0,746.5,769.9,,73,Wind blowing from the east,2,,7,,Haze. ,,,5.2,16.6,,,,,,6.0,5.4,No precipitation,6,,,,
04.03.2020 20:00,11.3,745.9,769.5,1.2,65,Wind blowing from the south-east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,16.6,,,2500 or more  or no clouds.,,,8.0,5.0,No precipitation,12,,,,
04.03.2020 17:00,14.6,744.7,768.2,,40,Wind blowing from the east-southeast,3,,,40%., ,,,,,,,2500 or more  or no clouds.,,,18.0,1.2,,,,,,
04.03.2020 14:00,15.9,745.9,769.3,-1.4,36,Wind blowing from the south-east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,16.0,,,2500 or more  or no clouds.,,,22.0,0.9,No precipitation,12,,,,
04.03.2020 11:00,12.0,747.3,770.8,,63,Wind blowing from the south,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,20.0,5.2,,,,,,
04.03.2020 08:00,5.7,747.4,771.3,,99,Wind blowing from the north-west,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,9.7,,,2500 or more  or no clouds.,,,8.0,5.6,No precipitation,12,,,,
04.03.2020 05:00,5.8,745.6,769.3,,99,Wind blowing from the north-northwest,2,,4,,Mist. ,,,4.8,9.7,,,,,,6.0,5.7,No precipitation,6,,,,
04.03.2020 02:00,6.6,746.5,770.2,-0.6,99,Wind blowing from the north-west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.7,,,2500 or more  or no clouds.,,,10.0,6.5,No precipitation,12,,,,
03.03.2020 23:00,7.7,747.1,770.8,,99,Wind blowing from the north-west,1,,2,, ,,,4.7,9.7,,,,,,11.0,7.6,No precipitation,6,,,,
03.03.2020 20:00,7.5,745.8,769.6,1.0,88,Wind blowing from the north-west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.7,,,2500 or more  or no clouds.,,,20.0,5.6,No precipitation,12,,,,
03.03.2020 17:00,9.4,744.8,768.5,,74,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,21.0,5.0,,,,,,
03.03.2020 14:00,8.8,745.0,768.7,-2.1,83,Wind blowing from the west-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,8.9,,,2500 or more  or no clouds.,,,19.0,6.1,No precipitation,12,,,,
03.03.2020 11:00,7.2,747.1,770.9,,99,Wind blowing from the west-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,7.2,,,2500 or more  or no clouds.,,,6.0,7.1,No precipitation,6,,,,
